Group No,Group Name,Name,Sub Name,Repeater Call Sign,Gateway Call Sign,Frequency,Dup,Offset,Mode,TONE,Repeater Tone,RPT1USE,Position,Latitude,Longitude,UTC Offset
07,FM Lombardia,Cermeledo (SO),RU12,,,430.300000,DUP+,5.000000,FM,OFF,88.5Hz,YES,Approximate,46.145833,9.625000,--:--
07,FM Lombardia,Cernusco S.N. (MI),R6,,,145.750000,DUP-,0.600000,FM,TONE,71.9Hz,YES,Approximate,45.520833,9.291667,--:--
07,FM Lombardia,Cigolino - Chiavenna (SO),R4,,,145.700000,DUP-,0.600000,FM,TONE,71.9Hz,YES,Approximate,46.312500,9.375000,--:--
07,FM Lombardia,Civo (SO),RU11,,,430.275000,DUP+,5.000000,FM,TONE,71.9Hz,YES,Approximate,46.187500,9.625000,--:--
07,FM Lombardia,Corni di Canzo (LC),R2a,,,145.662500,DUP-,0.600000,FM,TONE,71.9Hz,YES,Approximate,45.854167,9.291667,--:--
07,FM Lombardia,Darfo (BS),T,,,145.212500,OFF,0.000000,FM,TONE,71.9Hz,YES,Approximate,45.854167,10.208333,--:--
07,FM Lombardia,Darfo (BS),T,,,435.112500,OFF,0.000000,FM,TONE,71.9Hz,YES,Approximate,45.854167,10.208333,--:--
07,FM Lombardia,Gallarate (VA),RV-1a,,,145.587500,DUP-,0.600000,FM,TONE,156.7Hz,YES,Approximate,45.687500,8.791667,--:--
07,FM Lombardia,Gravedona ed Uniti (CO),R1a,,,145.637500,DUP-,0.600000,FM,TONE,71.9Hz,YES,Approximate,46.145833,9.291667,--:--
07,FM Lombardia,M. Guglielmo (BS),RU11,,,430.275000,DUP+,1.600000,FM,TONE,71.9Hz,YES,Approximate,45.770833,10.208333,--:--
07,FM Lombardia,M.Bisbino (CO),R4a,,,145.712500,DUP-,0.600000,FM,TONE,71.9Hz,YES,Approximate,45.854167,9.041667,--:--
07,FM Lombardia,M.Boletto (CO),R7a,,,145.787500,DUP-,0.600000,FM,TONE,71.9Hz,YES,Approximate,45.812500,9.125000,--:--
07,FM Lombardia,M.Falecchio - Onore (BG),RU6a,,,430.162500,DUP+,1.600000,FM,TONE,71.9Hz,YES,Approximate,45.895833,10.041667,--:--
07,FM Lombardia,M.Maddalena (BS),R1,,,145.625000,DUP-,0.600000,FM,TONE,71.9Hz,YES,Approximate,45.562500,10.291667,--:--
07,FM Lombardia,M.Penice (PV),R2,,,145.650000,DUP-,0.600000,FM,TONE,156.7Hz,YES,Approximate,44.770833,9.291667,--:--
